FIPS Code,State,Area name,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than high school graduate, 1990","High school graduate (or equivalency), 1990","Some college or associate degree, 1990","Bachelor's degree or higher, 1990","Percent of adults who are not high school graduates, 1990","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults completing some college or associate degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than high school graduate, 2000","High school graduate (or equivalency), 2000","Some college or associate degree, 2000","Bachelor's degree or higher, 2000","Percent of adults who are not high school graduates, 2000","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults completing some college or associate degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than high school graduate, 2008-12","High school graduate (or equivalency), 2008-12","Some college or associate degree, 2008-12","Bachelor's degree or higher, 2008-12","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults completing some college or associate degree, 2008-12","Percent of adults with a bachelor's degree or higher, 2008-12","Less than high school graduate, 2019-23","High school graduate (or equivalency), 2019-23","Some college or associate degree, 2019-23","Bachelor's degree or higher, 2019-23","Percent of adults who are not high school graduates, 2019-23","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults completing some college or associate degree, 2019-23","Percent of adults with a bachelor's degree or higher, 2019-23",2013 Urban Influence Code,2024 Urban Influence Code,2013 Rural-urban Continuum Code,2023 Rural-urban Continuum Code
0,US,United States,52373312,34158051,11650730,11717266,47.7,31.1,10.6,10.7,44535197,45947035,20794975,21558480,33.5,34.6,15.7,16.2,39343718,47642763,39571702,32310253,24.8,30,24.9,20.3,35715625,52168981,49864428,44462605,19.6,28.6,27.4,24.4,29179819,57706852,59244324,58205022,14.28031114,28.24115535,28.99357875,28.48495476,24230217,59836489,64413653,79954302,10.60706676,26.19413741,28.1978456,35.00095023,,,,
1000,AL,Alabama,1062306,468269,136287,141936,58.7,25.9,7.5,7.8,964840,704207,278205,270063,43.5,31.8,12.5,12.2,843638,749591,553512,399228,33.1,29.4,21.7,15.7,714081,877216,746495,549608,24.7,30.4,25.9,19,551030,991406,918987,705001,17.40228093,31.30995723,29.02286617,22.26489567,409381,1046374,1035466,957081,11.87195901,30.34461599,30.02828639,27.75513862,,,,
1001,AL,Autauga County,6611,3757,933,767,54.8,31.1,7.7,6.4,7074,6145,2104,2117,40.6,35.2,12.1,12.1,6252,6671,4912,3026,30,32,23.5,14.5,5872,9332,7413,4972,21.3,33.8,26.9,18,5232,11874,10409,7629,14.88732074,33.78670612,29.6181425,21.70783064,3963,13321,11953,11530,9.721097947,32.67593887,29.32028356,28.28267962,2,4,2,2
1003,AL,Baldwin County,18726,8426,2334,2038,59.4,26.7,7.4,6.5,18125,15380,6602,5498,39.7,33.7,14.5,12.1,17309,20544,15900,10870,26.8,31.8,24.6,16.8,17258,28428,28178,22146,18,29.6,29.3,23.1,14792,36675,40497,35307,11.62244345,28.81646251,31.81950326,27.74159078,14221,47369,53990,56408,8.268600135,27.54203782,31.391725,32.79763704,2,4,3,3
1005,AL,Barbour County,8120,2242,581,861,68.8,19,4.9,7.3,7759,3671,1362,1300,55.1,26.1,9.7,9.2,6965,4258,2622,1857,44.4,27.1,16.7,11.8,6679,6124,4025,2068,35.3,32.4,21.3,10.9,5013,6320,4892,2757,26.4092298,33.29470024,25.7717838,14.52428617,3911,6629,5067,2021,22.18629453,37.60494668,28.74404357,11.46471523,6,5,6,6
1007,AL,Bibb County,5272,1402,238,302,73.1,19.4,3.3,4.2,5254,2611,536,433,59.5,29.6,6.1,4.9,4850,3407,1332,476,48.2,33.8,13.2,4.7,4984,4838,2756,962,36.8,35.7,20.4,7.1,3702,6457,3963,1396,23.85616703,41.60974352,25.5380848,8.99600464,3132,6552,4420,1827,19.65978281,41.12736175,27.7446488,11.46820664,1,1,1,1
1009,AL,Blount County,10677,3440,626,404,70.5,22.7,4.1,2.7,11666,7011,1819,1144,53.9,32.4,8.4,5.3,9960,8763,4745,1773,39.5,34.7,18.8,7,9960,12136,8371,3235,29.6,36,24.8,9.6,9419,13994,10498,4792,24.33661473,36.15740382,27.12451231,12.38146914,7093,14600,12912,6386,17.30379839,35.61757459,31.49959747,15.57902954,1,1,1,1
1011,AL,Bullock County,4245,958,305,314,72.9,16.5,5.2,5.4,3473,1324,574,516,59,22.5,9.8,8.8,3428,1669,954,676,51,24.8,14.2,10,2992,2667,1325,586,39.5,35.2,17.5,7.7,2249,2729,1697,900,29.68976898,36.02640264,22.40264026,11.88118812,1915,2994,1805,664,25.95554351,40.58010301,24.46462456,8.999728924,6,6,6,8
1013,AL,Butler County,8353,2459,499,541,70.5,20.7,4.2,4.6,6929,3635,1016,1029,55,28.8,8.1,8.2,6374,3927,2106,1083,47.2,29.1,15.6,8,4439,4749,3146,1433,32.2,34.5,22.9,10.4,3341,5463,3465,1812,23.72700802,38.79696044,24.6076273,12.86840423,1633,6182,3537,1812,12.40504406,46.96140991,26.86873291,13.76481313,6,6,6,6
1015,AL,Calhoun County,30535,13804,3823,3921,58.6,26.5,7.3,7.5,28268,21411,8449,7213,43.3,32.8,12.9,11,23633,21711,16835,10266,32.6,30,23.2,14.2,19318,23856,19576,11265,26.1,32.2,26.4,15.2,16603,26224,22932,12544,21.20352988,33.49041544,29.28623424,16.01982044,10940,27117,24416,16154,13.91379552,34.48815292,31.05294619,20.54510537,2,4,3,3
1017,AL,Chambers County,13616,4816,927,847,67.4,23.8,4.6,4.2,12616,6544,2238,1710,54.6,28.3,9.7,7.4,10833,6749,3998,2101,45.7,28.5,16.9,8.9,8778,7863,5517,2339,35.8,32.1,22.5,9.5,6194,8277,6546,2604,26.22242919,35.04085348,27.71262859,11.02408873,4010,9415,7488,3571,16.3780428,38.45368404,30.58323803,14.58503512,5,5,6,6
1019,AL,Cherokee County,6126,1878,440,329,69.8,21.4,5,3.8,6372,3158,985,712,56.8,28.1,8.8,6.3,6030,4092,1966,866,46.5,31.6,15.2,6.7,6138,5865,3186,1636,36.5,34.9,18.9,9.7,4241,6206,5627,2429,22.92060747,33.54050694,30.41128466,13.12760093,3029,7015,5739,2994,16.1314374,37.3595356,30.56398786,15.94503914,6,6,6,8
1021,AL,Chilton County,10285,2805,538,415,73.2,20,3.8,3,9678,5578,1518,1158,54,31.1,8.5,6.5,9023,6770,3438,1550,43.4,32.6,16.5,7.5,8757,9264,5307,2574,33.8,35.8,20.5,9.9,7023,11356,6958,3608,24.2632579,39.23302816,24.03869407,12.46501987,4862,12680,8517,4688,15.81292484,41.23979575,27.70026344,15.24701597,1,1,1,1
1023,AL,Choctaw County,5720,1922,378,362,68.2,22.9,4.5,4.3,5095,2695,777,640,55.3,29.3,8.4,7,4482,3070,1418,836,45.7,31.3,14.5,8.5,3704,3670,2182,1013,35,34.7,20.6,9.6,2488,3683,2298,1148,25.8708537,38.29676614,23.89518561,11.93719455,1420,3642,2684,1252,15.78128473,40.47566126,29.82885086,13.91420316,10,9,9,9
1025,AL,Clarke County,8459,3485,800,738,62.7,25.8,5.9,5.5,7627,4596,1510,1344,50.6,30.5,10,8.9,6471,5445,2614,1755,39.7,33.4,16.1,10.8,5165,6667,3733,2137,29.2,37.7,21.1,12.1,3716,7122,4190,2186,21.58708028,41.3733008,24.34065296,12.69896596,2352,6765,4386,2463,14.73130402,42.37128899,27.47087561,15.42653138,11,9,7,9
1027,AL,Clay County,4784,1719,345,311,66.8,24,4.8,4.3,4301,2583,690,479,53.4,32.1,8.6,5.9,3999,2692,1340,628,46.2,31.1,15.5,7.3,3322,3690,1992,763,34,37.8,20.4,7.8,2499,3696,2622,856,25.83479789,38.20944898,27.10637858,8.849374548,1769,3797,3130,1563,17.24339604,37.01140462,30.50979628,15.23540306,10,9,9,9
1029,AL,Cleburne County,4431,1198,272,162,73.1,19.8,4.5,2.7,4578,2031,385,431,61.7,27.4,5.2,5.8,4068,2394,1110,529,50.2,29.6,13.7,6.5,3536,3417,1701,879,37.1,35.8,17.8,9.2,2622,3871,2716,964,25.77410793,38.05170549,26.69812248,9.476064091,1586,4230,3067,1978,14.60270693,38.94668999,28.23865206,18.21195102,4,3,8,8
1031,AL,Coffee County,10790,4861,1332,1040,59.9,27,7.4,5.8,9836,6696,3378,2766,43.4,29.5,14.9,12.2,8522,6824,6354,4274,32.8,26.3,24.5,16.5,7755,7571,7985,5574,26.8,26.2,27.6,19.3,6092,9877,9897,7543,18.23460744,29.56388997,29.62375408,22.57774851,5158,10732,13069,7945,13.97680468,29.08085844,35.41350531,21.52883156,5,5,4,4
1033,AL,Colbert County,15050,7986,2151,1554,56.3,29.9,8,5.8,14231,11210,3756,3034,44.2,34.8,11.7,9.4,11952,11110,7293,3956,34.8,32.4,21.3,11.5,9972,12665,9474,5273,26.7,33.9,25.3,14.1,6289,13254,11550,6843,16.57792071,34.93778996,30.44601434,18.03827499,5102,14160,13409,8307,12.45058324,34.55512714,32.72243643,20.27185319,2,4,3,3
1035,AL,Conecuh County,5889,1709,332,342,71.2,20.7,4,4.1,5197,2569,714,556,57.5,28.4,7.9,6.2,4242,2927,1219,574,47.3,32.7,13.6,6.4,2984,3518,1877,851,32.3,38.1,20.3,9.2,2164,3681,2216,869,24.23292273,41.2206047,24.81522956,9.731243001,1017,3908,2135,1067,12.51384275,48.08662483,26.2704565,13.12907592,11,9,7,9
1037,AL,Coosa County,3983,1260,269,196,69.8,22.1,4.7,3.4,3780,2100,529,237,56.9,31.6,8,3.6,3315,2403,1010,456,46.1,33.4,14.1,6.3,2831,3164,1597,663,34.3,38.3,19.3,8,1974,3576,1816,787,24.21194652,43.8611554,22.27400957,9.652888507,1367,3135,2253,1180,17.22747322,39.50850662,28.39319471,14.87082546,3,2,8,8
1039,AL,Covington County,13470,4333,1014,918,68.3,22,5.1,4.7,12771,6401,2108,1636,55.7,27.9,9.2,7.1,10288,6962,4642,2198,42.7,28.9,19.3,9.1,8115,8473,5975,3142,31.6,33,23.2,12.2,5936,8949,7718,3607,22.64784433,34.1434567,29.44677604,13.76192293,3656,9745,8513,4545,13.8176046,36.83056805,32.17430742,17.17751994,6,6,6,6
1041,AL,Crenshaw County,5595,1295,385,296,73.9,17.1,5.1,3.9,5285,2062,549,576,62.4,24.3,6.5,6.8,4286,2444,1327,740,48.7,27.8,15.1,8.4,3700,2689,1840,1039,39.9,29,19.9,11.2,2245,3691,2496,1045,23.6889311,38.94692413,26.33744856,11.02669621,1586,3760,2228,1530,17.42091388,41.30052724,24.47275923,16.80579965,6,6,8,8
1043,AL,Cullman County,20137,6244,1405,1113,69.7,21.6,4.9,3.9,19635,11353,3122,2671,53.4,30.9,8.5,7.3,18093,13529,8882,3405,41.2,30.8,20.2,7.8,15322,16584,13719,6162,29.6,32,26.5,11.9,11642,17913,17584,7780,21.19849233,32.61712704,32.01806297,14.16631767,9363,19333,21794,11910,15.00480769,30.98237179,34.92628205,19.08653846,3,2,4,4
1045,AL,Dale County,9412,7274,2511,1895,44.6,34.5,11.9,9,8736,8575,4681,2898,35.1,34.5,18.8,11.6,7536,8199,9575,3948,25.8,28,32.7,13.5,6976,9159,10857,4398,22.2,29.2,34.6,14,5218,10094,11915,5793,15.80254391,30.56935191,36.0841914,17.54391278,4830,10549,11914,6539,14.27642469,31.18053913,35.21518089,19.32785528,5,5,4,4
1047,AL,Dallas County,15421,6357,2219,2329,58.6,24.1,8.4,8.8,13407,8590,3575,3265,46.5,29.8,12.4,11.3,11488,8010,5448,3474,40.4,28.2,19.2,12.2,8524,9646,6568,4004,29.7,33.6,22.9,13.9,6884,9841,7461,3723,24.66587839,35.26102691,26.73331183,13.33978287,3301,9958,7910,4338,12.94154546,39.04026346,31.01109499,17.00709609,5,5,4,4
1049,AL,DeKalb County,17375,4853,861,884,72.5,20.2,3.6,3.7,18316,8936,2888,1808,57.3,28,9,5.7,16665,10770,5529,2520,47,30.4,15.6,7.1,15469,14549,9194,3528,36.2,34,21.5,8.3,13811,16669,11738,4623,29.48485301,35.5863453,25.05924297,9.86955872,10204,16307,15226,6727,21.05480357,33.64765599,31.41713437,13.88040607,6,5,6,6
1051,AL,Elmore County,11066,4755,1063,967,62,26.6,6,5.4,10585,9169,2722,2567,42.3,36.6,10.9,10.3,10518,10188,6695,4031,33.5,32.4,21.3,12.8,9679,14576,11749,7173,22.4,33.8,27.2,16.6,7329,18197,16358,11206,13.80485967,34.27575815,30.81182897,21.10755321,6446,21341,19025,15104,10.41087926,34.46766587,30.72711415,24.39434072,2,4,2,2
1053,AL,Escambia County,12205,4721,836,886,65.4,25.3,4.5,4.8,10842,7230,2365,1586,49.2,32.8,10.7,7.2,9037,7841,3942,1707,40.1,34.8,17.5,7.6,8030,8860,5927,2693,31.5,34.7,23.2,10.6,6508,9156,7369,3197,24.81128479,34.9065955,28.09378574,12.18833397,4454,11014,6846,3185,17.46735166,43.19385074,26.84811169,12.49068591,6,6,6,6
1055,AL,Etowah County,31249,14834,3927,2765,59.2,28.1,7.4,5.2,27842,20344,8053,5491,45.1,33,13,8.9,23588,20194,15201,6689,35.9,30.7,23.1,10.2,18115,22531,19811,9372,25.9,32.3,28.4,13.4,13038,23262,24253,10830,18.26485298,32.58759088,33.97587661,15.17167953,10321,24651,24915,12683,14.22213036,33.96858206,34.33236875,17.47691884,2,4,3,3
1057,AL,Fayette County,6552,2043,438,360,69.8,21.8,4.7,3.8,6340,3322,756,820,56.4,29.6,6.7,7.3,5060,3700,1917,995,43.4,31.7,16.4,8.5,4265,4404,2753,1157,33.9,35,21.9,9.2,2916,4690,3047,1393,24.20720571,38.934086,25.29470364,11.56400465,1657,4252,3561,1750,14.76827094,37.89661319,31.73796791,15.59714795,6,6,6,8
1059,AL,Franklin County,9158,3413,558,467,67.4,25.1,4.1,3.4,9431,5062,1651,1029,54.9,29.5,9.6,6,8212,5640,3171,1269,44.9,30.8,17.3,6.9,7904,6363,4572,2021,37.9,30.5,21.9,9.7,5671,7119,5704,2560,26.93549919,33.81305215,27.092239,12.15920965,4340,8336,5330,3150,20.51427491,39.40253356,25.19379845,14.88939308,6,5,6,6
1061,AL,Geneva County,8446,2921,486,554,68.1,23.5,3.9,4.5,7816,4500,1296,861,54,31.1,9,5.9,6896,4924,2597,1058,44.6,31.8,16.8,6.8,6046,5626,4390,1526,34.4,32,25,8.7,4631,6956,5113,2037,24.71580296,37.12440626,27.28825319,10.8715376,3185,7086,6172,2526,16.79055301,37.35568559,32.5372977,13.3164637,2,4,3,3
1063,AL,Greene County,3879,753,328,342,73.2,14.2,6.2,6.5,3488,1281,478,558,60.1,22.1,8.2,9.6,2734,1727,838,618,46.2,29.2,14.2,10.4,2182,2165,1205,652,35.2,34.9,19.4,10.5,1457,2349,1466,694,24.4217231,39.37311431,24.57257794,11.63258465,949,2407,1260,658,17.9939325,45.63898369,23.89078498,12.47629882,6,4,8,2
1065,AL,Hale County,5803,1322,309,391,74.2,16.9,3.9,5,5207,2007,646,564,61.8,23.8,7.7,6.7,4218,2862,1342,822,45.6,31,14.5,8.9,3683,3803,2247,858,34.8,35.9,21.2,8.1,2809,3928,2499,1227,26.84698461,37.54181401,23.88416324,11.72703813,1805,3812,2679,1672,18.10794543,38.2423756,26.87600321,16.77367576,2,4,3,2
1067,AL,Henry County,5087,1456,353,349,70.2,20.1,4.9,4.8,5051,2379,804,779,56,26.4,8.9,8.6,4121,2871,2123,817,41.5,28.9,21.4,8.2,3654,3192,2576,1545,33.3,29.1,23.5,14.1,2532,4369,3277,1903,20.95852992,36.16422482,27.12523798,15.75200728,2260,4119,3585,2758,17.76450244,32.37698475,28.17953152,21.67898129,2,4,3,3
1069,AL,Houston County,17385,8637,2189,2133,57.3,28.5,7.2,7,17844,13980,5521,5435,41.7,32.7,12.9,12.7,16226,15026,12206,7696,31.7,29.4,23.9,15,13771,17809,16274,10817,23.5,30.4,27.7,18.4,11414,23426,20239,13136,16.73239024,34.34142051,29.66942755,19.25676171,9386,23903,24241,16960,12.60034904,32.08887099,32.54262317,22.7681568,2,4,3,3
1071,AL,Jackson County,15217,4476,877,716,71.5,21,4.1,3.4,15423,9042,3094,1996,52.2,30.6,10.5,6.8,12932,9876,5568,2471,41.9,32,18.1,8,12006,12707,7924,3798,33,34.9,21.7,10.4,9316,13553,9403,4914,25.05243909,36.44651213,25.28639811,13.21465067,6799,14353,10846,5892,17.94404856,37.88070731,28.62496701,15.55027712,5,5,6,6
1073,AL,Jefferson County,186882,101656,32182,33827,52.7,28.7,9.1,9.5,141531,132921,63342,63229,35.3,33.1,15.8,15.8,111325,120393,109272,84718,26.2,28.3,25.7,19.9,82950,121233,123142,106833,19.1,27.9,28.4,24.6,56047,120355,134419,128710,12.75154653,27.38259645,30.58237075,29.28348626,40950,117710,132567,163366,9.008057757,25.89349154,29.16168969,35.93676101,1,1,1,1
1075,AL,Lamar County,6105,1522,350,284,73.9,18.4,4.2,3.4,5583,2988,640,580,57,30.5,6.5,5.9,4802,3441,1321,631,47.1,33.8,13,6.2,3759,4036,2125,838,34.9,37.5,19.8,7.8,2427,4010,2751,1038,23.73362018,39.21376882,26.90201447,10.15059652,1582,4031,3074,1139,16.10014248,41.02381437,31.28434765,11.5916955,7,6,8,8
1077,AL,Lauderdale County,20423,10109,2924,3016,56,27.7,8,8.3,19666,15561,5109,6044,42.4,33.6,11,13,16520,16585,9881,8450,32.1,32.2,19.2,16.4,13915,20105,13993,10881,23.6,34.1,23.8,18.5,10497,21061,17406,13704,16.75017553,33.60726368,27.77494096,21.86761984,6945,21819,18581,17586,10.69596957,33.60336357,28.61653139,27.08413547,2,4,3,3
1079,AL,Lawrence County,9757,3115,485,328,71.3,22.8,3.5,2.4,9514,5396,1101,665,57.1,32.4,6.6,4,8663,7293,2331,1211,44.4,37.4,12,6.2,7872,9029,4270,1723,34.4,39.4,18.7,7.5,5132,9166,5953,3023,22.05035662,39.38300249,25.57789808,12.9887428,3610,9616,6502,3652,15.44054748,41.12917023,27.8100941,15.6201882,2,4,3,3
1081,AL,Lee County,13597,5933,2498,4386,51.5,22.5,9.5,16.6,13621,9860,4712,7777,37.9,27.4,13.1,21.6,12179,11714,10091,11500,26.8,25.8,22.2,25.3,11557,16576,16686,17351,18.6,26.7,26.8,27.9,11229,21979,22042,25136,13.9688503,27.34182569,27.42019755,31.26912646,9421,23949,31090,45415,8.574288965,21.79658703,28.29579067,41.33333333,2,4,3,3
1083,AL,Limestone County,13226,5239,1411,1309,62.4,24.7,6.7,6.2,12837,8272,2648,2277,49.3,31.8,10.2,8.7,12856,10620,6585,4811,36.9,30.5,18.9,13.8,11081,14102,10924,7349,25.5,32.5,25.1,16.9,10757,17625,16017,12414,18.93404679,31.02282928,28.19249116,21.85063278,9402,19932,23286,22974,12.43749504,26.367172,30.80403207,30.3913009,2,4,2,2
1085,AL,Lowndes County,4077,919,272,275,73.6,16.6,4.9,5,3629,1722,531,430,57.5,27.3,8.4,6.8,3007,2199,1170,566,43.3,31.7,16.9,8.2,2925,2731,1626,901,35.7,33.4,19.9,11,1769,2891,1717,1052,23.81208776,38.91506259,23.11212815,14.1607215,1174,3079,1775,971,16.77382483,43.99199886,25.36076582,13.87341049,2,4,2,2
1087,AL,Macon County,7510,1937,1045,1810,61,15.7,8.5,14.7,6380,3172,1871,2526,45.7,22.7,13.4,18.1,5236,3195,2852,2476,38.1,23.2,20.7,18,4188,3486,3664,2617,30,25,26.3,18.8,2640,3758,4005,2512,20.44134727,29.09794812,31.01045296,19.45025165,1842,3699,3702,2418,15.79624389,31.72112169,31.74684847,20.73578595,6,4,6,3
1089,AL,Madison County,34090,28255,12537,17289,37,30.7,13.6,18.8,32899,34718,18930,23506,29.9,31.5,17.2,21.4,30211,35243,41361,46049,19.8,23.1,27.1,30.1,26308,39591,52676,61814,14.6,21.9,29.2,34.3,23316,48511,65908,83642,10.53225945,21.91329723,29.77183718,37.78260614,20194,52261,75571,124533,7.409038043,19.17419715,27.7264739,45.69029091,2,4,2,2
1091,AL,Marengo County,7786,2557,757,761,65.6,21.6,6.4,6.4,7127,4241,1181,1207,51.8,30.8,8.6,8.8,5425,4840,2173,1612,38.6,34.4,15.5,11.5,4020,5351,3223,1732,28.1,37.4,22.5,12.1,2386,5311,3882,2482,16.96892113,37.77114003,27.60827822,17.65166062,1860,4453,3979,2640,14.38292607,34.43396226,30.76863594,20.41447572,11,6,7,6
1093,AL,Marion County,9771,2937,448,484,71.6,21.5,3.3,3.5,10347,5194,1298,1085,57.7,29,7.2,6.1,9728,5584,2852,1301,50,28.7,14.7,6.7,7962,7107,4823,1719,36.8,32.9,22.3,8,6140,7605,6058,1887,28.30797603,35.06224066,27.92992162,8.699861687,3713,7491,6886,2663,17.8913892,36.09598612,33.18074495,12.83187973,11,8,7,9
1095,AL,Marshall County,19838,6898,1791,1573,65.9,22.9,6,5.2,19513,11947,4260,3377,49.9,30.6,10.9,8.6,17985,13615,9719,5359,38.5,29.2,20.8,11.5,16845,16758,13719,7639,30.6,30.5,25,13.9,15665,19643,16821,9448,25.43969339,31.89989769,27.31701772,15.3433912,10141,21272,19798,13882,15.57924815,32.67939717,30.41494477,21.32640991,5,5,4,4
1097,AL,Mobile County,92179,43792,12675,12072,57.4,27.2,7.9,7.5,77046,69871,29075,24926,38.3,34.8,14.5,12.4,69340,75114,51722,36078,29.9,32.3,22.3,15.5,58223,79822,65452,46625,23.3,31.9,26.2,18.6,43800,89666,79929,54313,16.36110987,33.4939561,29.85678426,20.28814978,30804,94779,84182,70483,10.99169307,33.81968828,30.03839456,25.15022409,2,4,2,2
1099,AL,Monroe County,7137,2314,544,604,67.3,21.8,5.1,5.7,6079,4060,1107,1068,49.4,33,9,8.7,5799,4478,2413,1538,40.8,31.5,17,10.8,4939,5285,3341,1813,32.1,34.4,21.7,11.8,3695,6305,3845,1514,24.05755583,41.05084966,25.03418191,9.857412592,2213,6154,3605,1534,16.38531023,45.5649341,26.69184066,11.357915,11,6,7,8
1101,AL,Montgomery County,39981,26418,10034,11119,45.7,30.2,11.5,12.7,36541,34341,17210,21989,33.2,31.2,15.6,20,31713,32844,32733,31075,24.7,25.6,25.5,24.2,27905,34410,38733,40294,19.7,24.3,27.4,28.5,21542,38755,40813,45258,14.71769786,26.47778203,27.88382707,30.92069305,16801,39432,42749,51616,11.15619065,26.18361466,28.38616715,34.27402754,2,4,2,2
1103,AL,Morgan County,22039,11946,3403,3418,54,29.3,8.3,8.4,20951,18311,6843,6164,40.1,35,13.1,11.8,19814,19282,15600,10019,30.6,29.8,24.1,15.5,17347,22252,20242,13490,23.7,30.3,27.6,18.4,14598,25812,24692,15801,18.04383027,31.90487374,30.52049986,19.53079614,12692,26768,25857,19776,14.91544545,31.45734667,30.38675332,23.24045456,2,4,3,3
1105,AL,Perry County,5338,1263,364,531,71.2,16.8,4.9,7.1,4468,2016,612,762,56.9,25.7,7.8,9.7,3507,1936,885,825,49,27.1,12.4,11.5,2625,2119,1533,701,37.6,30.4,22,10,1866,2707,1433,739,27.66493699,40.13343217,21.24536694,10.9562639,929,2220,1184,878,17.82767223,42.60218768,22.72116676,16.84897333,4,3,8,8
1107,AL,Pickens County,7409,2406,517,496,68.4,22.2,4.8,4.6,6800,3616,850,844,56.2,29.9,7,7,5682,4465,1957,859,43.8,34.4,15.1,6.6,4108,5110,2995,1323,30.3,37.8,22.1,9.8,3017,5656,3400,1317,22.5317401,42.24047797,25.39208364,9.835698282,2194,5854,3693,1871,16.11813106,43.00617103,27.13047311,13.7452248,2,4,3,2
1109,AL,Pike County,7862,2906,906,886,62.6,23.1,7.2,7.1,7852,3979,1412,1690,52.6,26.6,9.5,11.3,6451,4406,2618,2242,41,28,16.7,14.3,5472,5312,3655,3264,30.9,30,20.6,18.4,3509,6858,4407,4281,18.41511414,35.99055366,23.12778798,22.46654421,2403,6573,5090,5286,12.41732121,33.9654816,26.30219099,27.3150062,5,5,6,6
1111,AL,Randolph County,7664,2268,355,399,71.7,21.2,3.3,3.7,6965,3192,832,858,58.8,26.9,7,7.2,6363,3678,1776,992,49.7,28.7,13.9,7.7,5618,4723,2942,1479,38.1,32,19.9,10,4389,5449,3798,1838,28.36370686,35.2139072,24.54439705,11.87798888,2573,5583,4315,3219,16.39898024,35.583174,27.50159337,20.51625239,4,3,6,8
1113,AL,Russell County,16516,4669,801,682,72.9,20.6,3.5,3,15314,7656,2284,1536,57.2,28.6,8.5,5.7,12750,9153,5332,2437,43,30.8,18,8.2,10749,10594,7654,3110,33.5,33,23.8,9.7,7559,11261,11005,5123,21.62927778,32.22215864,31.48964175,14.65892183,5687,12427,15161,6744,14.21074989,31.05274994,37.88450486,16.8519953,2,4,2,2
1115,AL,St. Clair County,10304,3540,666,471,68.8,23.6,4.4,3.1,11841,7947,2335,1519,50.1,33.6,9.9,6.4,12450,10492,6271,2708,39,32.9,19.6,8.5,12353,14921,11036,4791,28.7,34.6,25.6,11.1,11002,19643,17938,8507,19.27132598,34.40707655,31.42056402,14.90103346,8114,22658,21550,13034,12.41508048,34.66858437,32.97325418,19.94308097,1,1,1,1
1117,AL,Shelby County,12329,4731,1110,1123,63.9,24.5,5.8,5.8,13473,11735,5204,6564,36.4,31.7,14.1,17.8,13507,15884,14569,17978,21.8,25.6,23.5,29,12386,21671,25479,34649,13.2,23,27.1,36.8,11096,27883,38539,52858,8.510768853,21.3866049,29.55988832,40.54273793,9336,31864,42627,71981,5.991990142,20.45081125,27.35867221,46.19852639,1,1,1,1
1119,AL,Sumter County,5393,1391,608,592,67.5,17.4,7.6,7.4,4575,2314,814,843,53.5,27.1,9.5,9.9,4259,2343,1356,996,47.6,26.2,15.1,11.1,3077,2719,1849,1086,35.2,31.1,21.2,12.4,2066,3279,1776,1287,24.57183635,38.99857279,21.12274025,15.30685062,858,2430,2478,1355,12.04886954,34.12442073,34.79848336,19.02822637,6,6,8,8
1121,AL,Talladega County,21302,8258,1898,1675,64.3,24.9,5.7,5.1,20624,12765,4004,3154,50.9,31.5,9.9,7.8,18098,14713,8576,4704,39.3,31.9,18.6,10.2,16102,18270,12737,5951,30.3,34.4,24,11.2,12349,20942,15669,6862,22.1221024,37.51567482,28.0695783,12.29264448,8967,20730,18457,9740,15.48865167,35.80681936,31.88067848,16.82385049,3,2,4,4
1123,AL,Tallapoosa County,12564,4419,963,833,66.9,23.5,5.1,4.4,11867,6899,2289,1904,51.7,30,10,8.3,10611,7187,4461,2902,42.2,28.6,17.7,11.5,8489,9348,6524,4012,29.9,32.9,23,14.1,6453,10220,7850,4493,22.23945409,35.22194651,27.05403915,15.48456024,4818,9741,9626,5572,16.1911483,32.73515475,32.34869106,18.72500588,6,5,6,6
1125,AL,Tuscaloosa County,33142,15125,5192,6571,55.2,25.2,8.6,10.9,29433,22955,9058,12237,39.9,31.2,12.3,16.6,27062,24689,19429,17782,30.4,27.8,21.8,20,20981,28115,26139,23804,21.2,28.4,26.4,24,16286,36344,31429,30409,14.22755705,31.75035818,27.45658175,26.56550302,13080,41336,43904,44957,9.129169371,28.85040865,30.64274098,31.377681,2,4,3,2
